Ubicacion,Tipo_Propiedad,Consumo_Enero,Consumo_Febrero,Consumo_Marzo,Consumo_Abril,Consumo_Mayo,Consumo_Junio,Pago_Enero,Pago_Febrero,Pago_Marzo,Pago_Abril,Pago_Mayo,Pago_Junio,Facturas_Atrasadas,Inspecciones,Reclamos
0,1,1457,4768,3109,2973,1823,2216,204,668,435,416,255,310,0,4,0
1,1,2415,3611,2827,1247,3763,2546,338,506,396,175,527,356,4,2,3
1,1,5141,4282,5032,4445,2839,4914,720,599,704,622,397,688,3,0,1
3,0,744,3249,2516,4561,4714,1768,104,455,352,639,660,248,0,0,2
3,1,512,1014,1524,2906,4429,3133,72,142,213,407,620,439,4,3,2
1,1,531,4570,536,1919,2749,1905,74,640,75,269,385,267,2,4,1
1,0,4671,3737,2920,2644,1414,2732,654,523,409,370,198,382,3,3,3
1,0,3166,533,3525,1406,5006,4662,443,75,494,197,701,653,1,1,1
1,1,565,4181,3462,4586,4992,4051,79,585,485,642,699,567,1,3,2
2,1,2838,4734,3152,3508,4955,5067,397,663,441,491,694,709,2,3,4
2,1,4991,2089,2024,1906,731,1149,699,292,283,267,102,161,4,3,0
0,1,3834,3685,2857,4077,3120,3166,537,516,400,571,437,443,0,3,2
2,0,3526,2781,3326,3824,3395,2423,494,389,466,535,475,339,4,0,2
0,1,1786,4630,4760,5366,4906,3476,250,648,666,751,687,487,1,3,1
3,0,2396,1198,583,4817,4347,1747,335,168,82,674,609,245,4,2,3
1,1,4460,3521,2082,1369,2311,4220,624,493,291,192,324,591,2,4,0
1,0,4385,4353,1104,690,935,3491,614,609,155,97,131,489,1,4,3
0,0,735,5252,2679,4345,5180,1126,103,735,375,608,725,158,1,3,4
1,0,3402,2478,5089,4217,4866,2680,476,347,712,590,681,375,0,2,2
2,0,1620,4505,4060,738,3283,3081,227,631,568,103,460,431,3,4,2
3,1,2766,4548,3988,5005,2735,752,387,637,558,701,383,105,2,3,3
1,0,1484,3642,2563,5126,3278,1443,208,510,359,718,459,202,4,2,2
1,1,1543,2473,3450,2814,3900,3819,216,346,483,394,546,535,2,1,1
0,1,3283,4553,2432,3465,2882,1618,460,637,340,485,403,227,4,4,3
2,1,2065,4850,5102,1340,2054,5250,289,679,714,188,288,735,4,4,2
2,0,2529,666,4659,5197,2085,3316,354,93,652,728,292,464,2,1,3
0,1,2172,3614,2142,4748,2730,4972,304,506,300,665,382,696,2,2,0
3,0,3009,2562,1455,789,1344,2532,421,359,204,110,188,354,4,2,2
1,1,734,3021,5210,3476,835,3453,103,423,729,487,117,483,1,4,1
0,0,1600,5098,674,4531,4097,2664,224,714,94,634,574,373,2,4,0
3,1,2011,3998,3035,4593,3576,591,282,560,425,643,501,83,4,0,1
0,0,1191,2819,4128,4633,4813,991,167,395,578,649,674,139,4,3,1
3,1,3126,2716,507,1389,3031,3698,438,380,71,194,424,518,2,4,0
0,0,3185,1453,2713,1803,3664,5140,446,203,380,252,513,720,0,0,2
3,0,4687,4674,4050,3209,4244,3468,656,654,567,449,594,486,1,1,3
0,0,4678,500,5232,886,1136,982,655,70,732,124,159,137,0,1,1
2,0,942,2452,649,3341,3802,5010,132,343,91,468,532,701,2,4,2
1,0,975,4184,2894,3841,3851,1607,137,586,405,538,539,225,0,4,1
3,1,2191,3947,2671,2095,4347,2291,307,553,374,293,609,321,1,4,0
3,0,3829,5178,4016,4219,1682,4396,536,725,562,591,235,615,2,4,0
3,1,634,2133,5329,1021,5323,3589,89,299,746,143,745,502,3,4,4
0,1,676,1150,1761,582,1690,2168,95,161,247,81,237,304,2,3,4
0,1,2446,4083,4738,1455,2280,2954,342,572,663,204,319,414,3,1,0
2,0,2357,4780,3532,2088,2478,5136,330,669,494,292,347,719,1,1,0
1,0,836,1611,3410,4612,913,2570,117,226,477,646,128,360,1,4,3
0,1,3174,4175,1594,3691,5161,2249,444,585,223,517,723,315,1,1,1
0,0,2686,2567,2497,2608,1468,1120,376,359,350,365,206,157,0,2,3
2,0,1477,2193,1310,5119,2450,2897,207,307,183,717,343,406,4,3,0
0,0,3325,1517,4297,5304,3337,2735,466,212,602,743,467,383,2,4,4
2,0,862,3125,790,3741,3357,5419,121,438,111,524,470,759,1,1,0
0,0,3109,1413,4079,4959,2006,4584,435,198,571,694,281,642,3,4,1
0,1,2411,665,4101,4720,3420,1674,338,93,574,661,479,234,1,0,3
2,1,2569,3915,5184,3819,4654,3107,360,548,726,535,652,435,4,0,0
0,1,2075,565,4565,3345,1062,1038,291,79,639,468,149,145,1,3,2
1,1,1469,3465,5043,2372,4070,5321,206,485,706,332,570,745,4,0,3
0,1,950,2949,1125,1037,2712,1553,133,413,158,145,380,217,3,0,0
3,1,1641,3601,4606,1677,3851,2219,230,504,645,235,539,311,4,0,2
3,0,2324,4119,4401,3302,2781,2800,325,577,616,462,389,392,2,0,4
3,0,2963,2458,2669,1582,3470,3382,415,344,374,221,486,473,0,3,4
0,1,5371,4612,5495,3895,768,3959,752,646,769,545,108,554,3,1,1
3,0,4618,1547,4657,4822,1581,1784,647,217,652,675,221,250,3,4,0
3,1,1421,743,5036,5193,671,1004,199,104,705,727,94,141,3,2,1
3,1,572,2516,2438,3281,2456,2263,80,352,341,459,344,317,2,3,2
0,0,3098,4478,1567,2518,3082,4212,434,627,219,353,431,590,3,2,2
0,0,668,686,4135,571,2507,511,94,96,579,80,351,72,0,4,3
0,1,1106,4022,517,1309,5223,2378,155,563,72,183,731,333,4,3,4
2,0,3310,2430,4515,662,2394,5295,463,340,632,93,335,741,1,3,3
1,1,592,1358,667,4860,4088,3203,83,190,93,680,572,448,2,2,0
0,1,779,4206,1166,3048,675,2449,109,589,163,427,95,343,4,0,0
0,0,2356,4771,4402,2795,2300,1864,330,668,616,391,322,261,3,0,0
3,1,5300,3394,1939,2757,2449,3975,742,475,271,386,343,557,0,4,0
1,1,3246,5201,4111,5386,4334,2017,454,728,576,754,607,282,2,1,3
3,0,3877,1672,1059,5224,706,3348,543,234,148,731,99,469,4,3,3
1,0,4907,3429,4323,1799,550,1906,687,480,605,252,77,267,0,3,1
3,0,4077,753,2177,4281,731,3992,571,105,305,599,102,559,0,4,4
0,1,806,2810,4216,2813,4145,4303,113,393,590,394,580,602,2,1,4
2,0,2101,1051,4049,1293,2363,3638,294,147,567,181,331,509,2,4,0
2,1,1119,1901,3425,1159,5450,3945,157,266,480,162,763,552,3,1,4
1,0,4432,3293,3873,725,2317,3487,620,461,542,102,324,488,1,2,1
1,0,2792,3492,1030,5159,516,2598,391,489,144,722,72,364,4,3,0
0,1,3965,1892,3519,1765,843,2145,555,265,493,247,118,300,0,1,2
1,1,4134,5122,5251,2682,2536,1763,579,717,735,375,355,247,1,2,4
1,0,5044,2598,2251,573,4333,3750,706,364,315,80,607,525,2,2,2
1,1,821,1916,4376,1164,2869,1155,115,268,613,163,402,162,0,1,4
2,1,2061,3858,4884,3897,4045,1920,289,540,684,546,566,269,2,1,3
3,1,3597,3208,3474,4590,5457,2976,504,449,486,643,764,417,4,4,3
3,1,1984,5315,3018,1642,5039,829,278,744,423,230,705,116,3,3,1
0,1,855,738,3031,2738,2654,4563,120,103,424,383,372,639,3,3,4
0,1,3750,2404,1324,2209,3509,2677,525,337,185,309,491,375,1,0,1
2,1,1455,1589,5239,3442,1462,4507,204,222,733,482,205,631,0,3,0
1,0,4814,585,619,986,3791,4472,674,82,87,138,531,626,1,4,1
1,0,4608,5436,708,858,715,2920,645,761,99,120,100,409,3,4,4
3,0,2298,3827,3868,3407,4149,3608,322,536,542,477,581,505,2,4,2
0,0,749,1625,4070,5038,2916,4389,105,228,570,705,408,614,0,4,0
0,1,864,2982,3873,889,2407,1900,121,417,542,124,337,266,3,1,0
3,0,1809,5047,1922,1063,868,2696,253,707,269,149,122,377,1,4,0
3,0,4726,2364,3135,4330,5438,4507,662,331,439,606,761,631,1,4,1
1,0,4953,754,741,4835,4907,4137,693,106,104,677,687,579,2,0,1
3,1,658,2270,1601,5389,829,5161,92,318,224,754,116,723,2,0,2
2,1,2484,1333,1628,2752,4022,3031,348,187,228,385,563,424,2,1,4
0,1,610,3440,3706,3589,1133,3948,85,482,519,502,159,553,1,1,2
2,1,4980,5044,4603,3465,4666,3172,697,706,644,485,653,444,3,3,0
3,1,3084,2405,4147,589,3154,3165,432,337,581,82,442,443,3,0,1
3,0,3180,1723,4306,561,1243,2172,445,241,603,79,174,304,0,0,3
2,0,3660,5179,2425,2353,3477,1787,512,725,340,329,487,250,2,4,0
3,0,3570,703,3869,4047,1696,2438,500,98,542,567,237,341,4,3,2
3,0,4326,2155,3570,2189,3082,3518,606,302,500,306,431,493,2,2,3
1,1,3545,2438,5032,908,2410,2654,496,341,704,127,337,372,1,3,2
3,0,2874,1753,4604,701,4194,4127,402,245,645,98,587,578,3,0,0
2,0,2633,3186,684,3256,4865,3836,369,446,96,456,681,537,4,3,4
1,0,3898,799,1613,1488,1088,4237,546,112,226,208,152,593,4,1,1
0,1,5105,4354,1986,5116,2312,1657,715,610,278,716,324,232,1,1,3
2,0,1699,1973,1401,2775,3472,3858,238,276,196,389,486,540,4,0,2
1,0,2893,4226,3229,540,2552,1143,405,592,452,76,357,160,4,1,1
1,0,5398,3417,675,5264,4381,4477,756,478,95,737,613,627,3,4,3
0,1,5274,4410,1667,4170,4576,1305,738,617,233,584,641,183,4,0,0
2,1,3476,3619,2259,5059,632,4649,487,507,316,708,88,651,2,4,3
2,1,3786,2567,5468,1051,5454,2138,530,359,766,147,764,299,3,4,3
1,0,528,1502,1174,1363,1669,3335,74,210,164,191,234,467,3,2,1
0,0,4918,3120,1855,5216,683,1621,689,437,260,730,96,227,1,1,0
3,1,1710,5285,4691,3116,2985,3389,239,740,657,436,418,474,2,1,2
0,0,1352,1240,4908,5330,2614,642,189,174,687,746,366,90,4,0,1
0,1,1025,2136,4672,4058,5327,2936,144,299,654,568,746,411,2,1,3
3,1,4963,4837,3490,1549,5445,3230,695,677,489,217,762,452,0,2,3
2,1,1588,864,982,5493,4315,5425,222,121,137,769,604,760,3,4,4
1,0,544,4598,2399,4473,5351,4693,76,644,336,626,749,657,1,1,0
3,0,1488,3628,1613,1191,1852,593,208,508,226,167,259,83,3,1,1
3,0,5377,2991,5009,4701,626,5198,753,419,701,658,88,728,3,1,2
0,1,593,4015,1405,3871,881,1310,83,562,197,542,123,183,3,0,4
1,1,2192,3111,3185,2549,3278,1095,307,436,446,357,459,153,1,4,1
3,0,510,3334,2022,1614,5418,878,71,467,283,226,759,123,1,2,2
1,0,843,3834,3426,1794,4967,2759,118,537,480,251,695,386,3,1,3
1,0,2662,2789,3801,3223,2667,1190,373,390,532,451,373,167,4,2,2
2,1,4966,4069,4752,2396,4872,2701,695,570,665,335,682,378,3,0,1
2,1,4952,711,5110,1570,4094,670,693,100,715,220,573,94,2,4,3
0,1,1090,1004,3480,2383,2129,2522,153,141,487,334,298,353,1,4,4
0,0,1166,5117,4531,649,3825,2567,163,716,634,91,536,359,4,4,0
2,1,2748,4312,2485,1523,5426,3278,385,604,348,213,760,459,0,2,2
3,0,4321,5332,688,2421,2794,2253,605,746,96,339,391,315,0,4,3
2,1,5094,3782,560,2360,5026,1379,713,529,78,330,704,193,3,1,1
2,0,4130,5013,3316,3727,4256,4142,578,702,464,522,596,580,1,4,3
1,1,1559,1096,3251,3049,3026,3169,218,153,455,427,424,444,2,2,1
0,1,3578,3298,2742,2449,2242,1977,501,462,384,343,314,277,1,2,4
1,0,5427,1135,2968,1586,4654,521,760,159,416,222,652,73,0,4,4
1,1,5034,2521,942,4114,4341,1676,705,353,132,576,608,235,3,2,3
0,0,3816,984,2792,3220,1933,2747,534,138,391,451,271,385,1,1,0
1,1,2465,967,5031,5247,4196,3614,345,135,704,735,587,506,4,4,2
1,1,773,4559,1889,5100,3805,5131,108,638,264,714,533,718,0,2,4
2,0,1008,4286,3164,3596,835,4567,141,600,443,503,117,639,2,3,0
0,1,3038,1829,5142,3840,2184,2965,425,256,720,538,306,415,1,3,0
3,0,4669,1396,892,805,3390,4822,654,195,125,113,475,675,1,1,3
3,0,2510,2213,1226,1347,619,4396,351,310,172,189,87,615,1,0,4
0,0,3822,3506,1759,914,2724,1061,535,491,246,128,381,149,2,1,1
0,0,515,592,3475,4179,4434,583,72,83,487,585,621,82,0,3,1
0,0,4398,5208,3752,4089,4461,2939,616,729,525,572,625,411,2,0,2
2,1,2869,2972,4429,2591,4146,3422,402,416,620,363,580,479,2,1,0
2,0,768,3418,1797,4083,5160,2986,108,479,252,572,722,418,3,4,4
1,1,1692,4349,4440,3558,807,1512,237,609,622,498,113,212,0,1,1
0,0,4234,4402,4854,4880,2919,4328,593,616,680,683,409,606,1,4,3
1,0,2748,1910,930,3409,5092,3627,385,267,130,477,713,508,2,4,4
3,1,5190,4967,747,2891,3663,703,727,695,105,405,513,98,1,2,0
1,1,4013,1110,2818,1720,1314,3145,562,155,395,241,184,440,0,0,1
3,0,1932,1904,1751,3490,2932,1965,270,267,245,489,410,275,1,0,3
3,1,4316,3120,3995,4686,1947,2945,604,437,559,656,273,412,1,4,3
0,0,1089,1741,1567,2512,749,3492,152,244,219,352,105,489,4,3,2
3,1,1161,5299,3206,3595,5353,5428,163,742,449,503,749,760,1,2,1
3,1,3692,3097,2448,3757,4382,1437,517,434,343,526,613,201,2,1,0
1,1,2546,3872,5377,3820,2373,2571,356,542,753,535,332,360,0,3,2
3,0,2218,2923,3051,2249,5111,4130,311,409,427,315,716,578,4,3,0
3,1,3932,1163,2054,4702,2753,2442,550,163,288,658,385,342,4,0,1
3,1,3535,3019,3996,2257,2610,2092,495,423,559,316,365,293,4,1,3
3,1,1634,3834,4654,4249,1163,3810,229,537,652,595,163,533,1,1,3
1,1,4180,1548,3573,3632,3948,1922,585,217,500,508,553,269,3,1,2
3,0,1044,4944,1974,3908,2253,1735,146,692,276,547,315,243,4,1,0
0,1,4149,3356,595,3946,5090,3705,581,470,83,552,713,519,2,1,2
1,1,2463,1799,4348,1446,908,4701,345,252,609,202,127,658,1,4,4
3,1,2517,1652,2696,2322,2279,4625,352,231,377,325,319,648,4,1,2
0,1,3239,1103,5295,2555,3255,4649,453,154,741,358,456,651,1,1,3
3,1,4245,4836,666,4231,1818,2562,594,677,93,592,255,359,1,2,4
2,0,3186,843,3613,2790,3156,2492,446,118,506,391,442,349,3,2,4
1,0,4850,3952,5472,1806,4439,2179,679,553,766,253,621,305,2,0,4
0,1,3832,1736,2263,4979,3293,3014,536,243,317,697,461,422,3,0,1
1,1,4555,4224,3814,5371,2736,4112,638,591,534,752,383,576,1,0,4
3,0,4746,5421,3752,3145,4346,3765,664,759,525,440,608,527,2,0,4
0,0,3543,3298,4463,3093,4073,1376,496,462,625,433,570,193,3,3,3
1,0,4818,1905,969,3890,3052,4195,675,267,136,545,427,587,2,0,2
3,0,657,1481,4654,2432,4877,1785,92,207,652,340,683,250,4,0,0
0,0,2962,4032,4078,3058,2112,4369,415,564,571,428,296,612,4,1,3
3,0,1325,4331,3101,942,2874,1382,186,606,434,132,402,193,4,1,3
1,1,5346,2489,1879,5142,4589,5411,748,348,263,720,642,758,4,4,4
1,1,2354,3879,4502,1339,3299,1685,330,543,630,187,462,236,4,3,4
2,0,3350,787,1204,1860,5399,4059,469,110,169,260,756,568,1,0,1
2,0,1124,2965,2527,1150,5267,2806,157,415,354,161,737,393,4,4,0
3,1,4414,605,5015,5347,3480,4425,618,85,702,749,487,620,1,3,1
1,0,2315,4336,3333,1015,3115,700,324,607,467,142,436,98,2,4,1
3,1,501,5260,1335,2243,2667,3696,70,736,187,314,373,517,1,2,4
3,0,4333,3652,775,4306,3925,3792,607,511,109,603,550,531,4,4,0
2,0,1658,2226,1812,5086,4939,2565,232,312,254,712,691,359,3,0,2
3,1,2458,1845,652,2584,2913,4147,344,258,91,362,408,581,0,1,3
0,1,2874,1508,4478,1637,3908,4059,402,211,627,229,547,568,1,4,1
2,0,802,4910,4900,4059,4488,1583,112,687,686,568,628,222,4,4,1
3,0,2977,1525,950,2394,2942,769,417,214,133,335,412,108,0,0,4
3,0,1276,4036,1426,3892,3704,1475,179,565,200,545,519,207,2,2,3
2,0,1617,4070,3174,4510,1231,4235,226,570,444,631,172,593,1,2,3
2,0,1044,5016,2533,3346,2925,3503,146,702,355,468,410,490,3,2,2
3,1,541,696,5020,1029,1214,1003,76,97,703,144,170,140,1,2,1
0,1,3844,2944,3473,5400,5365,2842,538,412,486,756,751,398,2,0,2
0,1,831,3233,1425,3969,2410,2192,116,453,200,556,337,307,3,2,4
2,1,2422,3483,2699,4870,3360,2623,339,488,378,682,470,367,2,0,0
3,0,4247,2854,5033,5422,3315,2181,595,400,705,759,464,305,4,3,0
1,0,2568,3784,3896,976,5166,5016,360,530,545,137,723,702,4,2,4
1,0,3149,1258,3701,3006,3910,5111,441,176,518,421,547,716,3,1,4
1,1,1806,3262,4085,5131,4537,4801,253,457,572,718,635,672,3,2,0
2,1,2967,5493,1351,4174,3155,534,415,769,189,584,442,75,1,2,3
1,1,3699,3472,5452,2024,3385,5076,518,486,763,283,474,711,1,3,0
0,1,1306,5385,2830,3063,1157,5377,183,754,396,429,162,753,4,3,2
2,1,1780,1213,2006,4021,3925,665,249,170,281,563,550,93,2,2,0
1,1,2150,600,5413,1484,4851,4034,301,84,758,208,679,565,2,3,1
0,1,2919,4963,5279,3826,927,3845,409,695,739,536,130,538,4,2,4
2,1,664,2555,3146,5056,911,5416,93,358,440,708,128,758,2,3,2
2,0,549,663,3720,5196,631,4168,77,93,521,727,88,584,1,0,2
2,0,793,3294,2917,2694,4936,5356,111,461,408,377,691,750,2,3,2
2,1,2088,4781,1443,5252,986,1669,292,669,202,735,138,234,0,3,2
3,0,1707,852,2407,690,785,4706,239,119,337,97,110,659,0,0,2
0,1,5123,2363,1829,4122,3019,3967,717,331,256,577,423,555,1,2,0
0,1,2479,4467,2976,2042,1680,772,347,625,417,286,235,108,2,1,3
2,1,1429,4206,1269,3048,3617,3203,200,589,178,427,506,448,1,1,4
2,1,4638,932,2948,2229,3509,1709,649,130,413,312,491,239,3,2,2
0,0,5079,4512,1571,1752,3243,4867,711,632,220,245,454,681,2,3,0
0,1,998,1487,3149,4518,3501,5246,140,208,441,633,490,734,4,3,1
0,0,5016,3627,835,2714,1341,611,702,508,117,380,188,86,0,3,3
2,0,4545,2092,1029,3525,4657,1646,636,293,144,494,652,230,1,2,0
2,1,1003,2276,591,3508,5303,4695,140,319,83,491,742,657,1,3,3
2,1,4384,3124,2426,3157,824,1853,614,437,340,442,115,259,2,1,4
0,1,4637,1961,1030,3444,3967,5053,649,275,144,482,555,707,1,3,1
1,1,4487,5178,1170,760,680,1751,628,725,164,106,95,245,2,4,1
0,0,5235,2924,5027,5268,5271,3057,733,409,704,738,738,428,0,0,3
0,0,5094,507,3721,770,3985,4748,713,71,521,108,558,665,2,2,0
3,0,2180,5345,4919,2158,707,2918,305,748,689,302,99,409,0,0,0
1,1,4631,3430,4890,1966,4366,4788,648,480,685,275,611,670,4,4,1
2,1,1850,4775,821,4651,3418,4335,259,669,115,651,479,607,2,4,2
3,0,1467,4954,4081,634,4156,5414,205,694,571,89,582,758,3,3,3
2,1,2334,1282,4297,1570,4245,2092,327,179,602,220,594,293,0,2,4
3,1,2496,1954,2662,733,3782,969,349,274,373,103,529,136,1,1,0
1,0,4030,1631,4918,1522,1684,4423,564,228,689,213,236,619,3,4,3
0,1,1181,5444,5265,2985,5350,5232,165,762,737,418,749,732,4,4,4
0,1,867,3378,1065,4664,3927,3465,121,473,149,653,550,485,0,1,2
3,0,5118,5230,4406,2386,4014,1692,717,732,617,334,562,237,4,3,3
